title,authors,published_date,source,source_type,url,abstract,decision,category,highlight,rationale
Material intensity variability-driven archetype classification for bottom-up modelling of building material stocks and flows,"Lu Dong, Liang Yuan, Wuyan Long, Stephen Siu Yu Lau",2025-12-13,"Resources, Conservation and Recycling",Academic,https://doi.org/10.1016/j.resconrec.2025.108751,,,,,
Decoupling surface area from function: isolating the dominant role of surface chemistry in superior chlortetracycline adsorption on a low-porous biochar,"Qiaohui Peng, Xiangyu Huang, Nannan Wu, Yingze Zhang, Yi Liu, Na Duan, Rui Yang, Dongdong Zhang",2025-12-11,Bioresource Technology,Academic,https://doi.org/10.1016/j.biortech.2025.133790,,,,,
An integrated ultrasonic and cellulase pretreatment strategy: simultaneously enhancing medium-chain fatty acid production and reducing antibiotic resistance genes in anaerobic digestion of animal manure,"Bingni Wei, Li Zhang, Haoxiang Zhang, B. Gui, Qingwei Deng, Xuan Chang, Yi‐He Yu, Xianwen Dong, Bing Zou, Xiaoli Zhang, Yongju Zhao, Zhongquan Zhao, Juncai Chen",2025-12-10,Bioresource Technology,Academic,https://doi.org/10.1016/j.biortech.2025.133780,,,,,
The suitability of fermenter liquor from MSW as an electron donor for hypersaline sulfate reduction,"Miheka Patel, Miriam Peces, Denys Villa‐Gomez, Ilje Pikaar, James Vaughan, William P. Clarke",2025-12-13,Waste Management,Academic,https://doi.org/10.1016/j.wasman.2025.115292,,,,,
Leaching behavior and mechanisms of PCDD/Fs from solidified/stabilized fly ash under landfill leachate and alkali washing conditions: Inspired by co-landfilling with MSW,"Xue Li, Yingjie Sun, W. Li, Qingjian Zhang, Yanqi Nie, Dong Liu, Weichen Xu, Xinyi Fu, Rongxing Bian, Huawei Wang, Yanan Wang",2025-12-13,Waste Management,Academic,https://doi.org/10.1016/j.wasman.2025.115290,,,,,
Preparation and characterization of expanded perlite and industrial waste salt composite thermochemical heat storage material,"Hao Ye, Wenjie Yan, Xu Xin, Kejian Dang, Yubing Tao",2025-12-13,Waste Management,Academic,https://doi.org/10.1016/j.wasman.2025.115291,,,,,
Geoelectrical imaging and cluster analysis for leachate mapping in a municipal solid waste landfill: A case study in Brazil,"Mariana Barbosa Juarez, Heraldo Luiz Giacheti, Ana Paula do Nascimento, Marina Fernandes Sanches Barros, Vagner Roberto Elis, Giulliana Mondelli",2025-12-12,Waste Management,Academic,https://doi.org/10.1016/j.wasman.2025.115289,,,,,
The Effect of Binders on the Behavior of Biocarbon Briquettes Under the Stresses of a Submerged Arc Furnace,"Mika Pahnila, Aki Koskela, Juha Uusitalo, Anton Hagström, Petri Sulasalmi, Timo Fabritius",2025-12-15,Journal of Sustainable Metallurgy,Academic,https://doi.org/10.1007/s40831-025-01367-x,,,,,
The Application of Secondary Aluminum Dross in Refractories: A Review,"Chunxin Wang, Rixin Wang, Tianyi Yang, Yuqi Xin, Zhuo Yao, Peng Li, Feilong Wang, Yan Huang, Xin Qi, Jialiang Zhao, Xudong Luo",2025-12-15,Journal of Sustainable Metallurgy,Academic,https://doi.org/10.1007/s40831-025-01285-y,,,,,
Assessment of Elemental Partitioning in a Copper Flash Smelting Furnace Under Varying Operational Scenarios,Patricia Córdoba,2025-12-15,Journal of Sustainable Metallurgy,Academic,https://doi.org/10.1007/s40831-025-01369-9,"Abstract This study presents a multi-element, industrial-scale evaluation of elemental partitioning in a copper (Cu) flash smelting furnace under varying dust recirculation conditions. Comprehensive chemical characterization of the smelting feed, matte, slag, and dust was performed across three operational scenarios: no recirculation, partial recirculation (60–70%), and full recirculation (100%). Dust recirculation was found to significantly alter the distribution of volatile, semi-volatile, and refractory elements: emissions of Pb, Zn, Sb, Bi, and Mo increased, while Hg retention in the matte improved. Selenium (Se) and cobalt (Co) remained relatively stable, with partitioning largely controlled by redox conditions and speciation. Statistical analysis enabled classification of elements by sensitivity to recirculation: Type I—highly sensitive (Pb, Zn, Sb, Se, Hg); Type II—moderately sensitive (Mo, Ni); and Type III—stable (Co, Te). These findings, validated with industrial process data, provide critical insights for optimizing residue management, minimizing emissions, and supporting circular economy strategies in primary Cu smelting. Graphical Abstract",,,,
"Advances and Challenges in Rhenium Recovery from Copper Smelting Dirty Acid: Solvent Extraction, Ion Exchange, and Adsorption","Zhaobo Liu, Shuaiyin Shi, Yan-Lin Li, Hai Liu, Jun Liu, Zhaobo Liu, Shuaiyin Shi, Yan-Lin Li, Hai Liu, Jun Liu",2025-12-13,Journal of Sustainable Metallurgy,Academic,https://doi.org/10.1007/s40831-025-01251-8,,,,,
Retraction Note: Evaluate and Predict the Resist Electric Current and Compressive Strength of Concrete Modified with GGBS and Steelmaking Slag Using Mathematical Models,"Nzar Shakr Piro, Ahmed Salih Mohammed, Samir M. Hamad",2025-12-13,Journal of Sustainable Metallurgy,Academic,https://doi.org/10.1007/s40831-025-01374-y,,,,,
Integrated surface engineering approach to improve tribological and biocompatibility properties of Ti6Al4 V Alloy,"Gopi Raji, Saravanan Ilangovan, Thirukumaran Manoharan, Sivasamy Paulsamy, Devaraju Ayyannan, Senthilkumar Krishnasamy, Muthiah Athenamilagi, Pitchipoo Pandian",2025-12-15,Canadian Metallurgical Quarterly,Academic,https://doi.org/10.1080/00084433.2025.2603083,,,,,
Effect of aging and plasma nitriding on frequency-dependent fatigue behaviour of 17-4 PH stainless steel,"Ceyhun Barış, Ersin Eser Korkmaz, Ali Bayram",2025-12-15,Canadian Metallurgical Quarterly,Academic,https://doi.org/10.1080/00084433.2025.2601389,,,,,
Fabrication and optical – infrared performance of Ag + TiN/TiN/Al₂O₃ multilayer coatings by multi-target magnetron sputtering,"Rohit Bharti, Mohammad Mursaleen, Abhijit Dey",2025-12-14,Canadian Metallurgical Quarterly,Academic,https://doi.org/10.1080/00084433.2025.2603077,,,,,
Research of blast furnace burden surface measurement method based on laser imaging,"Shaohui Li, Zhenjie Zhou, Yanlong Zhu, Xinghua Li, Cao Yuanyuan",2025-12-14,Canadian Metallurgical Quarterly,Academic,https://doi.org/10.1080/00084433.2025.2584383,,,,,
3D CFD simulation of copper electrorefining: incorporating electric field and slime particle dispersion,Shervin Mahmoudi,2025-12-14,Canadian Metallurgical Quarterly,Academic,https://doi.org/10.1080/00084433.2025.2602330,,,,,
A novel Bayesian network-enhanced 3D digital rock mass rating (DRMR3D) system for large-scale rock mass characterization using photogrammetry,"Wentao Xu, Shihuai Zhang, Jie Kuang, Longchuan Deng, Shunchuan Wu, Xiaozhao Li",2025-12-15,International Journal of Rock Mechanics and Mining Sciences,Academic,https://doi.org/10.1016/j.ijrmms.2025.106366,,,,,
Fragmentation and energy dissipation in rockfall: Effects of block shape and non-collinear impact dynamics,"Maddalena Marchelli, Davide Ettore Guccione, Anna Giacomini, Olivier Buzzi",2025-12-11,International Journal of Rock Mechanics and Mining Sciences,Academic,https://doi.org/10.1016/j.ijrmms.2025.106381,,,,,
A method for mechanical properties identification of nonlinear joints based on deep learning in time-frequency domain,"L.F. Fan, M.Z. Ye, Q.H. Yang, X.L. Du",2025-12-11,International Journal of Rock Mechanics and Mining Sciences,Academic,https://doi.org/10.1016/j.ijrmms.2025.106368,,,,,
A multi-processes phase-field model for CO2 phase change fracturing,"Zi‐Han Zhang, Hao Yu, Bo Li, Wei Cheng, Jeremiah Tao, Siwei Meng, He Liu, HengAn Wu",2025-12-10,International Journal of Rock Mechanics and Mining Sciences,Academic,https://doi.org/10.1016/j.ijrmms.2025.106363,,,,,
A novel hydro-mechanical-chemical coupled experiment for unconventional hydrocarbon production evaluation,"Meng Meng, Marcus Wigand, Luke P. Frash, Mohmad M. Thakur, Qiquan Xiong, Nathan J. Welch, Wenfeng Li, James W. Carey",2025-12-10,International Journal of Rock Mechanics and Mining Sciences,Academic,https://doi.org/10.1016/j.ijrmms.2025.106362,,,,,
Extraction of Rare Earth Elements from Monazite: A Review of Current Practices and Emerging Opportunities for Bangladesh,"Md. Aminur Rahman, Md. Nazmul Islam Nahin, Md. Golam Mostafa, Mark I. Pownceby, Hayatullah, Md. Nakib Hossen, Md. Mokarom Hossain, Md. Sha Alam, Md. Shohel Rana, Abdul Kader Fakir, Md. Ripaj Uddin",2025-12-10,Mineral Processing and Extractive Metallurgy,Academic,https://doi.org/10.1080/08827508.2025.2598605,,,,,
Understanding the impact of fracture intensity on DFN and GSI-based slope stability analysis,"Suryajyoti Nanda, Shantanu Kumar Patel, Suryajyoti Nanda, Shantanu Kumar Patel",2025-12-10,Mining Technology (Transactions of the Institutions of Mining and Metallurgy),Academic,https://doi.org/10.1177/25726668251406435,"The rock mass properties significantly impact the rock slope design, especially for the fractured and heavily jointed conditions. The traditional continuum finite element method (FEM) approaches use the intact rock properties with some reduction by using rock mass classification systems such as the Geological Strength Index and design the slope based on the critical strength reduction factors. A limitation of this approach is that the reduction of the rock mass properties might not be accurate enough for the rock slopes with heavily jointed rock mass. This study uses a three-dimensional Discrete Fracture Network (DFN) approach to understand the inherent limitations of continuum methods in capturing discontinuous rock slope failure with increasing fracture density. The fracture network was constructed from the field data of an iron ore mine comprising detailed face mappings of 560 joints in both the host rock and the iron ore, while the intact rock properties were derived from core samples obtained through 98 boreholes. Comparative analysis across fracture intensities revealed that the conventional FEM-based methods substantially underestimate the influence of joint volume, yielding higher factors of safety than the DFN approach, highlighting the importance of incorporating DFN models over continuum-based approaches, particularly under increasing fracture density.",,,,
Petrological and technological evaluation of coal from the Lubelska deposit as a high-quality feedstock for coking,"Denis Miroshnichenko, Valentine Koval, Iryna Buchynska, Oleksandr Borisenko, Natalya Mukina, Boris Pokrass",2025-12-13,International Journal of Coal Preparation and Utilization,Academic,https://doi.org/10.1080/19392699.2025.2601635,,,,,
Development of majority voting combined model and application to coal calorific value prediction,"Jiangtao Chen, Lubin Wei, Xueshuai Zhu, Lingyue Li",2025-12-12,International Journal of Coal Preparation and Utilization,Academic,https://doi.org/10.1080/19392699.2025.2601698,,,,,
Experimental study on the effect of weathering on spontaneous combustion of coal,"Shan Guo, Nan Jia",2025-12-12,International Journal of Coal Preparation and Utilization,Academic,https://doi.org/10.1080/19392699.2025.2601647,,,,,
Sustainable development of slag cement concrete: a parametric study on cinder aggregate using response surface methodology,"Thunuguntla Chaitanya Srikrishna, Venkatesh Noolu, Sudheer Kumar Reddy Bijivemula, Akhilesh Chepuri",2025-12-10,International Journal of Coal Preparation and Utilization,Academic,https://doi.org/10.1080/19392699.2025.2601637,,,,,
Study on the applicability of coal flotation reagent dosage prediction models trained based on a large amount of actual industrial on-site data,"Yuexian Yu, Jiabin Wang, Fan Liu, W. Y. Zhai, Lijun Liu, Wei Yu, Ningning Zhang, Songjiang Chen, Zhanglei Zhu",2025-12-10,International Journal of Coal Preparation and Utilization,Academic,https://doi.org/10.1080/19392699.2025.2601641,,,,,
"Trace element distribution from sulfide deposition to supergene oxidation: A case study from the Qingshan carbonate-hosted Zn-Pb deposit, SW China","Lei Wang, Runsheng Han, Yan Zhang, Yi Chen, Dianwen Liu",2025-12-12,Ore Geology Reviews,Academic,https://doi.org/10.1016/j.oregeorev.2025.107059,,,,,
"Characteristics and genesis of ion-adsorption REE deposit in Honghe district, Yunnan, China","Mingjun Xie, Xueqiu Wang, Jian Zhou, Yuheng Liu, Wei Wang, Yunxuan Zhang",2025-12-11,Ore Geology Reviews,Academic,https://doi.org/10.1016/j.oregeorev.2025.107058,,,,,
"Identification and location of high-grade iron deposits in the Anshan-Benxi area, China, using integrated geophysical techniques","Sanshi Jia, Jianfei Fu, Wenfang Leng, Shengnan Cui, Bin Zhao, Jie Meng",2025-12-10,Ore Geology Reviews,Academic,https://doi.org/10.1016/j.oregeorev.2025.107056,,,,,
"Metamorphosed phosphorites in the Hatrurim Basin, Israel: implications for the Mottled Zone pyro-metamorphic event","Zohar Segall, Bar Elisha, Yevgeny Vapnik, Irina O. Galuskina, Yaron Katzir",2025-12-12,International Geology Review,Academic,https://doi.org/10.1080/00206814.2025.2594636,,,,,
"Petrology of the early Neoproterozoic Bou Azzer–El Graara and Tachdamt–Bleida igneous formations (Central Anti-Atlas, Morocco): geodynamic evidence for NW Gondwana","Marieme Jabbour, Moha Ikenne, Brian Cousens, Hafida El Bilali, Richard E. Ernst, Mustapha Souhassou, Ali El-Masoudy, Ismail Bouskri, Abdelilah Benhammou, Amine Bajddi",2025-12-12,International Geology Review,Academic,https://doi.org/10.1080/00206814.2025.2598358,,,,,
"Lithostratigraphy, metal contents and depositional environment of the Algoma-type Porkonen banded iron formation, North Finland","Grigorios Sakellaris, Margarita Melfou, Tobias Fußwinkel, Thomas Wagner, Lambrini Papadopoulou, J. Liikanen",2025-12-11,International Geology Review,Academic,https://doi.org/10.1080/00206814.2025.2599411,,,,,
"New trail-like features associated with microbial mats from the early Neoproterozoic Sirbu Shale Member (Upper Vindhyan Group), Vindhyan Basin, central India","Adrita Choudhuri, P. S. Plummer, Mohamed Ghnahalla, Abderrazak El Albani, S. Sarkar, El Hafid Bouougri, Laurie Reisberg, Anurag Kumar, Trina Bose",2025-12-10,Australian Journal of Earth Sciences,Academic,https://doi.org/10.1080/08120099.2025.2586733,,,,,
"Multi-target adsorption of dyes and antibiotics on biomimetic carbon foams: Mechanisms, column design, and integrated treatment of mixed industrial effluents","Mohssine Ghazoui, Otmane Boudouch, Rajaa Zahnoune, Aboubacar Sidigh Sylla, Siham Dabali, Reda Elkacmi",2025-12-12,Separation and Purification Technology,Academic,https://doi.org/10.1016/j.seppur.2025.136424,,,,,
Development and semi-industrial evaluation of a two-stage turbulent microbubble flotation cell for ultrafine coal separation,"Shixiang Li, Shang Gao, Junxi Bi, Xuesong Yang, Yunrui Chen, Zhe Li, Yaowen Xing, Xiahui Gui",2025-12-11,Separation and Purification Technology,Academic,https://doi.org/10.1016/j.seppur.2025.136465,,,,,
Near-complete Ag recovery from silicon solar cells via localized electrolyte-jet recycling,"Wending Gu, D.N. Payne, Shujuan Huang, Binesh Puthen Veettil",2025-12-11,Separation and Purification Technology,Academic,https://doi.org/10.1016/j.seppur.2025.136440,,,,,
Sensitivity analysis and process optimization of AMP–DA2MP amine blends for enhanced CO2 capture performance,"Chikezie Nwaoha, Mingtao Zhang, Bin Liu, Paitoon Tontiwachwuthikul",2025-12-11,Separation and Purification Technology,Academic,https://doi.org/10.1016/j.seppur.2025.136433,,,,,
A pine stem-inspired solar-enhanced lithium recovery system functioned with vapor and salt accumulation,"Yang Li, Jun Hou, Jun Guo, Periyasamy Soodamani, Yan Li, Zijun Yang, Yujiao Zhu, Changhao Zhu, Qianqian Zheng",2025-12-11,Separation and Purification Technology,Academic,https://doi.org/10.1016/j.seppur.2025.136460,,,,,
"Corrigendum to “Effect of milling time on structural, physical and tribological behavior of a newly developed Ti-Nb-Zr alloy for biomedical applications”. [Adv. Powder Technol. 35(1) (2024) 104306]","Fouzia Hamadi, Mamoun Fellah, Naouel Hezil, Dikra Bouras, Salah Eddine Laouini, Alex montagne, Hamiden Abd El-Wahed Khalifa, Aleksei Obrosov, Gamal A. El-Hiti, Krishna Kumar Yadav",2025-12-13,Advanced Powder Technology,Academic,https://doi.org/10.1016/j.apt.2025.105147,,,,,
Maltodextrin spray drying in a compact radial multizone dryer – First pilot plant findings,"Santanu Dey, Thomas Tourneur, Axel de Broqueville, Armand Béché, Juray De Wilde",2025-12-11,Advanced Powder Technology,Academic,https://doi.org/10.1016/j.apt.2025.105148,,,,,
Optimization of (FeCrNi)100-xCx medium-entropy alloys via powder plasma arc additive manufacturing: microstructure and property regulation by carbon content,"Ning Ou, Jiaxiang Xue, Qingkai Shen, Zehong Zheng, Xiaoyan Yu, Jin Li",2025-12-11,Advanced Powder Technology,Academic,https://doi.org/10.1016/j.apt.2025.105131,,,,,
Reusable surrogate models for distillation columns,"Martin Bubel, Tobias Seidel, Michael Bortz",2025-12-12,Computers & Chemical Engineering,Academic,https://doi.org/10.1016/j.compchemeng.2025.109523,,,,,
Safe reinforcement learning via adaptive robust model predictive shielding,"Hilde Gerold, Sergio Lucia",2025-12-11,Computers & Chemical Engineering,Academic,https://doi.org/10.1016/j.compchemeng.2025.109521,,,,,
Evaluating the potential of plastic waste upcycling using thermochemical technologies: A case study in Spain,"Roberto Cifuentes García, Evan D. Erickson, Mariano Martı́n, Ví­ctor M. Zavala",2025-12-11,Computers & Chemical Engineering,Academic,https://doi.org/10.1016/j.compchemeng.2025.109524,,,,,
Amplifying photo-Fenton redox synergy in Fe2O3/CeO2 heterostructured nanotubes for efficient blue-LED-activated degradation at pH 5,"Zhengjiang Liu, Junjie Tang, Jiani Wu, Timur Borjigin, Bing Bai, Yaqiong Wang, He-Dong Huang",2025-12-11,Chemical Engineering Science,Academic,https://doi.org/10.1016/j.ces.2025.123172,,,,,
Python-based BVP analysis of thermal performance in Maxwell hybrid nanofluid flow in a porous stretching sheet,"Li Long, Fathia Moh. Al Samman, Mhassen E.E. Dalam, Zahoor Shah, Mohammad Jawaid, Hamza Iqbal",2025-12-11,Chemical Engineering Science,Academic,https://doi.org/10.1016/j.ces.2025.123170,,,,,
Mechanistic three‑dimensional analysis of profiled ion‑exchange membranes in reverse electrodialysis,"Dongxu Jin, Jialei Li, Ping Wang",2025-12-10,Chemical Engineering Science,Academic,https://doi.org/10.1016/j.ces.2025.123167,,,,,
Research on improving microparticle detection accuracy using negative pulse signals based on the Coulter principle,"Ruyue Yang, Zhijie Zhao, Yu Yang, Sheng Deng",2025-12-10,Chemical Engineering Science,Academic,https://doi.org/10.1016/j.ces.2025.123165,,,,,
Selective and effective hydrogenation of biomass into high-value product over hierarchical MFI zeolite,"Zhengkai Cao, Sijia Ding, Yipin Lv, Rong Guo, Fuguang Liu, Ziming Wu, Sam Yang, Shuandi Hou, Daowei Gao, Xiangchen Fang",2025-12-10,Chemical Engineering Science,Academic,https://doi.org/10.1016/j.ces.2025.123164,,,,,
Digital green governance and ESG outcomes: how executive digital orientation drives sustainable transformation in China’s mining enterprises,"Muhammad Umair, Fatima Gulzar, Saeed Ur Rahman",2025-12-10,Mineral Economics,Academic,https://doi.org/10.1007/s13563-025-00583-x,,,,,
Techno-economic assessment of multi-element recovery from placer tailings: Transforming waste into value,"Hesam Dehghani, M. Abbasi",2025-12-10,Mineral Economics,Academic,https://doi.org/10.1007/s13563-025-00580-0,,,,,
Review of quality assurance methods for hydro-powered resin bolting,"J. P. Gouvea, W. Geel",2025-11-24,OneMine (global),Repository,https://www.onemine.org/documents/review-of-quality-assurance-methods-for-hydro-powered-resin-bolting,"APA: J. P. Gouvea W. Geel (2025) Review of quality assurance methods for hydro-powered resin bolting MLA: J. P. Gouvea W. Geel Review of quality assurance methods for hydro-powered resin bolting . The Southern African Institute of Mining and Metallurgy , 2025 .",,,,
Application of the boundary element method for numerical modelling of the seismic hazard at Bambanani gold mine in South Africa,"N. de Koker, Y Jooste, J. Gerber",2025-11-24,OneMine (global),Repository,https://www.onemine.org/documents/application-of-the-boundary-element-method-for-numerical-modelling-of-the-seismic-hazard-at-bambanani-gold-mine-in-south-africa,"APA: J. Gerber N. de Koker Y Jooste (2025) Application of the boundary element method for numerical modelling of the seismic hazard at Bambanani gold mine in South Africa MLA: J. Gerber N. de Koker Y Jooste Application of the boundary element method for numerical modelling of the seismic hazard at Bambanani gold mine in South Africa . The Southern African Institute of Mining and Metallurgy , 2025 .",,,,
Rockburst risk management in deep hard rock mines: A multi-tiered approach with dynamic ground support as the last line of defense,B. Simser,2025-11-24,OneMine (global),Repository,https://www.onemine.org/documents/rockburst-risk-management-in-deep-hard-rock-mines-a-multi-tiered-approach-with-dynamic-ground-support-as-the-last-line-of-defense,"APA: B. Simser (2025) Rockburst risk management in deep hard rock mines: A multi-tiered approach with dynamic ground support as the last line of defense MLA: B. Simser Rockburst risk management in deep hard rock mines: A multi-tiered approach with dynamic ground support as the last line of defense . The Southern African Institute of Mining and Metallurgy , 2025 .",,,,
Rockbolts in shear,"J. Hadjigeorgiou, G. Knox",2025-11-24,OneMine (global),Repository,https://www.onemine.org/documents/rockbolts-in-shear,"MLA: G. Knox J. Hadjigeorgiou Rockbolts in shear . The Southern African Institute of Mining and Metallurgy , 2025 .",,,,
The role of stress and geology on the design of block cave mining sequences and layouts - a case study,"R. B. Khumalo, T. Chauke, T. Mtshali, F. K. Mulenga, B. Makgate, N. M. Chiloane, T. Moyane, V. C. Madanda",2025-11-24,OneMine (global),Repository,https://www.onemine.org/documents/the-role-of-stress-and-geology-on-the-design-of-block-cave-mining-sequences-and-layouts-a-case-study,"APA: T. Mtshali N. M. Chiloane B. Makgate T. Chauke F. K. Mulenga V. C. Madanda T. Moyane R. B. Khumalo (2025) The role of stress and geology on the design of block cave mining sequences and layouts - a case study MLA: T. Mtshali N. M. Chiloane B. Makgate T. Chauke F. K. Mulenga V. C. Madanda T. Moyane R. B. Khumalo The role of stress and geology on the design of block cave mining sequences and layouts - a case study . The Southern African Institute of Mining and Metallurgy , 2025 .",,,,
